City Name,Latitude,Longitude,Elevation (m),Temperature (°C),Land Cover,Population Density (people/km²),Energy Consumption (kWh),Air Quality Index (AQI),Urban Greenness Ratio (%),Health Impact (Mortality Rate/100k),Wind Speed (km/h),Humidity (%),Annual Rainfall (mm),GDP per Capita (USD)
City_133,-68.42423387993709,4.203879161639804,364.7079715844157,26.62279311218045,Water,9928,41640.189720967115,82,15.579649997862374,26.593588325250828,3.377713995875834,41.37725234293258,1128.324127673944,41985.547131430045
City_134,-29.22926914734697,11.560854695513626,990.824408774151,29.88624901974323,Water,5169,36874.00773530483,91,40.415975000388585,43.680926436860766,12.23334103218488,57.83302199308065,2415.942132964908,26084.992903414462
City_135,79.72374670425344,-141.41807591768062,3074.6644364681815,33.17944548698632,Green Space,9842,18397.011766145955,46,24.052487508344456,49.77844502453439,26.591410858804252,72.66620972806494,566.8471448710075,26823.37360449515
City_136,-31.82347223626406,-18.931547943556325,342.5888677063508,15.866052046386338,Urban,4818,35217.24670415107,54,18.6748025177511,29.135722467234075,1.4159010509213699,75.40955514830262,1659.58568766591,28518.130877897518
City_137,3.382311913805893,11.742215923808345,3830.431113219459,19.982897895232703,Water,7564,20365.09038918854,160,28.987576145965875,40.623691052208585,28.842498589261485,43.46826270382561,833.0070940990302,9369.871609004325
City_138,36.54341260113202,-92.71061869149732,2228.1593715628846,13.810400333260436,Industrial,7946,47691.943003893546,58,50.072288811147686,16.347051216833762,20.374877049586885,61.53452408404091,1924.4404103543172,10686.824852609889
City_139,-24.54667157172709,-83.07243685822286,2162.639597969916,34.81208755395938,Green Space,1931,48385.581389875704,146,29.604678845228634,15.287197872364555,18.9412793293013,76.52918745117083,851.7805668373242,16622.04882077723
City_140,84.92077488977293,-44.177701282335846,2665.8350309678294,33.17502419810738,Water,6124,20246.895014657825,189,47.538482460552785,20.13518604972801,8.116777694639742,55.51891017591545,970.7665237967151,30081.32437527072
City_141,83.24051308958002,-172.77436880001852,3711.0643466631714,23.49892825701399,Industrial,7961,42856.87341070253,55,16.274314839957533,33.625363133682455,7.463753662175312,73.18263325713474,1488.741622091516,11295.771021070512
City_142,-44.67918675143445,-64.05150039005582,1565.1414355598688,31.05083235941053,Water,2319,38881.36304317584,153,48.638570983253956,34.10958446275494,28.261746584657864,45.347826175977445,2329.669899993756,6700.254629529801
City_143,-0.495268939370618,-103.87871748124392,3051.072686515786,23.023949431801057,Industrial,1630,16189.996921417676,173,21.846666245332433,15.76197173247254,8.948173627023682,77.41577958671195,923.4287442959417,48535.72743450318
City_144,-35.84190423298146,-62.100953215950724,2545.79383798106,25.589642200068994,Green Space,7063,12369.951616154192,54,43.86965649444364,6.660496206831434,23.265158901569983,70.05693270125211,788.480042236207,2077.1089256715227
City_145,-38.72871101205583,-136.88563254506957,1201.627215762396,12.228110802900416,Water,3158,23453.49786924886,83,38.28907774204981,31.619812823275428,11.793653946212375,77.65337571147606,2017.9536637080612,40332.17286146506
City_146,-83.3603494761841,140.58982106636216,3953.834938598211,28.881760512420197,Water,4000,39286.09319010591,185,56.45723586058437,6.416293109438226,4.177622123541119,67.06468934210025,1501.2390646678618,39613.72232917608
City_147,19.721580116381432,33.69328327945752,3588.4170972311763,13.192837090880872,Urban,9066,48048.22145170852,102,29.366125898765702,28.924625411466504,0.3214589308607685,54.536157279977076,2323.5702247635427,15563.491578409703
City_148,0.4822241811950647,64.47683489201626,2963.0332559629146,30.651690756313208,Green Space,2620,38415.37437446206,149,13.308259441722022,34.67110640281545,16.327720110457523,77.5272469009889,793.2291143196846,7645.7041843583565
City_149,-80.73382477500192,104.10164589864178,3827.6177809240885,29.550702191759648,Industrial,4520,42905.14226590013,85,10.957774277562645,35.03057481972258,29.273364556467982,51.02267105236714,1791.8557860460787,8135.8036885657475
City_150,-39.84363643740994,-0.5608083855393886,3902.8239043191106,27.71861744357441,Water,3759,30550.15100235531,94,51.34292804863765,37.673605532979835,11.074085814276135,53.2869008824693,965.75829230363,35174.14924462243
City_151,73.48785947399767,-148.70869628852748,3187.6333952176565,10.904009513119053,Water,2323,41934.98371126417,122,36.23678188307161,43.642971078283225,10.715770019791345,68.03233672006961,813.5208573032786,32497.52296322251
City_152,-46.878859679944966,13.35835505467719,3766.5599776365243,17.578208898633214,Industrial,1974,39436.622042167466,115,48.76220259174746,24.997949598239423,10.322748535483262,70.61265198101545,1866.8588303145411,39354.53803831795
City_153,-63.91892302357984,31.262802487516495,3138.621577511776,16.577814247771073,Green Space,2742,19472.291554387724,109,21.721280000575735,36.51245947647856,15.616315119145753,77.17613935396615,1687.3692398174665,46936.57744755613
City_154,-1.898503150038664,88.35821070635882,3060.6334729213518,19.003410186787978,Urban,3743,28047.524803915334,198,27.254187275661685,30.958636768291836,13.219946502728806,48.19209636224838,2009.6549167246624,34904.44080006301
City_155,87.41708173990813,-24.602563357315432,2783.7512019683295,12.191068669095964,Urban,7490,40432.90297749505,137,11.505193610565946,9.331996989884129,26.397438801810434,71.91992140876896,1118.9251528923646,8636.72529102073
City_156,-46.43005112792993,-134.07109099359704,3387.2248780093855,33.42394557577657,Water,5660,3256.779975307862,147,58.07461622870561,1.2844822434704084,15.16562375170471,69.54184213587854,1395.94331276438,12928.688221505123
City_157,30.98439853305814,-77.8406739124592,713.7229738188316,23.845056017809405,Industrial,3634,40595.88483543567,186,43.39339533504067,14.227069283846689,15.232735145657063,42.551782250143916,1310.9433526608368,42267.49281278261
City_158,47.09153075916916,-49.29037329649137,3963.918416395178,17.638107766450588,Water,2570,9716.518078402149,112,56.66025438796531,22.15168531688097,4.151147841616698,55.48892564840828,2468.1789279330287,11255.99771587622
City_159,-47.22524208136806,52.530206879376436,3923.295874853544,19.924537926857084,Industrial,859,26219.49723895051,176,23.274820371453615,30.855297221432814,29.48218622731158,51.310618282403944,1084.497913478776,4553.593530769589
City_160,41.07894275013473,25.48018968080828,131.61277365551615,21.18006351262089,Urban,1641,40605.49653824094,198,40.57318056128304,42.497966525160265,7.49918672606489,52.17961697416122,1089.6344766935338,35460.722648070274
City_161,-23.799036110534416,-51.80517867677534,3716.175377541432,25.014858334015432,Green Space,2135,13437.232829678049,44,43.924998414631894,9.812285835308282,2.20092202378808,79.31787518218803,1209.0964176572147,20723.79141901696
City_162,23.815049506844304,175.1454895654727,579.9144036305034,22.891985692412444,Industrial,4500,13044.564526001497,160,25.877485012879422,6.277489494923855,19.894387469256262,65.71109653919711,1629.188162580643,46081.962574749276
City_163,24.035347936961045,38.07893496847939,1508.0348441661386,32.98479933036043,Urban,3861,20735.45552465034,168,52.405461750781505,48.173997373716375,17.86099110470618,68.70704631173999,1004.6454885274904,32862.498483589414
City_164,6.439443133456521,-94.59835497504199,3345.7871533122348,22.424087072645754,Water,7083,44837.49708130409,59,57.35807314501239,5.402227968820355,12.454369619782371,79.06470549260037,2330.579880758548,5430.529911791376
City_165,-73.7478413902065,-143.35830985665467,723.419532217387,34.80395037058282,Industrial,8335,1021.6962904231864,86,54.24275588480022,23.92455350535946,12.665767016420341,55.08807129830555,1031.371129732527,47444.971795429374
City_166,60.35444920606284,-124.97070989364047,3680.85160853578,31.285623943627392,Green Space,506,45167.771735454815,175,46.953348796968626,29.278186439665095,23.551917631392936,72.07360673811223,2291.6314631203895,13669.305918372049
City_167,-32.25958830508755,-91.45521778157708,3744.6038008098385,15.212762858933395,Water,3767,8536.544207438781,157,23.8732339862477,27.068721045371912,5.871379202989472,57.381238532179815,706.9501272931693,17523.412029908002
City_168,-56.426668128026236,-122.15470562655996,2283.604801923763,33.264880366097906,Water,7064,49514.23242730662,77,24.080802105281585,4.3016078516471605,24.607599568346693,74.78134687259919,1813.1254047993045,20710.76027049356
City_169,-82.6604745201425,-112.83587134152992,28.73642272575111,12.909159947136903,Urban,5428,47787.502658884936,165,58.1680160223019,2.8513457001809686,19.462413416850545,47.22630165245213,2313.9710368764872,3509.9905238113492
City_170,16.36072977388352,-77.36573927021504,1291.6715992871075,30.43624271227979,Industrial,3106,25239.08428997288,51,10.514224796784601,5.274171373051784,12.569093213385731,77.90744708257118,837.4988767964591,25329.255689299636
City_171,31.961585131610832,-117.58550569388827,2776.17113269084,19.515582336914502,Water,6406,26123.29214281878,35,45.802498662107226,29.279384193630626,13.740858497516058,48.75086833643519,2436.6539201985097,7042.60606268932
City_172,-87.01419079298589,142.83555286551308,4415.337801123405,31.949358011126737,Green Space,3773,24595.91767351686,133,45.31230812776311,27.217244381716053,7.699416215582874,53.04882027923726,1405.7667208310233,20647.546007729237
City_173,2.1767504938705713,-151.1158515618088,2843.1608715750076,31.70141725268626,Industrial,8111,32136.73863731661,65,41.134477047489874,11.687039601837213,22.563429980909245,70.24768936427122,2391.4302168820486,18184.77961161213
City_174,-49.230760464371166,8.824100245291675,1169.1161147887192,30.148135002940528,Green Space,1413,5445.36340951162,108,59.50544230434329,31.888707092279578,15.386242269158032,55.75020566261627,1853.640087260094,38869.164087898665
City_175,26.131102273700975,-32.25714228372186,2853.025663948251,29.750760907676536,Water,2511,2598.2794687367586,145,25.59397178818626,41.00337510278247,9.625636282495307,64.32845507065787,1103.1737397471031,40355.355070003825
City_176,-58.61404277910154,173.6563020870983,2429.9342087213495,17.61697847745102,Green Space,1942,3827.443492379044,86,26.998593189662408,2.078947992329688,17.881503472828506,57.78294004277714,876.6050498342129,8517.231237065313
City_177,34.36879285844387,-139.66599521950116,3509.304278180146,12.022982076281306,Urban,6046,22773.902112834206,78,13.946970147327777,24.90649717740212,29.87203356153969,69.69479748359127,1107.4700924501988,18961.008181582085
City_178,-20.38763766590327,-36.771984343533006,481.41287472131285,20.07450446912904,Green Space,2329,14501.849021754686,111,32.13990682718688,34.465520605134515,13.057868389696615,49.13325009474443,686.0348185253499,19294.304890559753
City_179,78.61139797261222,169.0093559791328,3424.6255612591262,14.338112874662716,Industrial,9267,31479.938556178695,95,23.052426311742405,12.615596353484355,27.620742023358588,42.33831948947508,787.7359326866595,8419.111752868168
City_180,-65.2462300537212,131.58256532183287,2435.699604042496,27.373777222561543,Green Space,6968,49629.67217936417,106,27.169335108882212,15.388545264657456,10.350505197736982,51.99717589892265,709.3208806929623,40124.22174750834
City_181,-28.60805681095347,114.14594554174079,4333.464017365476,18.65249316344464,Green Space,1429,19929.83548074683,74,51.72858951278138,30.68189514946919,1.6419812077495766,58.97234659473721,1345.8870874831155,35654.18808843574
City_182,-69.57476617669397,-87.15498226382167,1538.4247471740873,34.39025502149787,Urban,4199,29118.221451121153,108,56.77422567637478,44.89676467218685,6.127263191052866,46.72080208770714,2091.156752515173,10328.707528554702
City_183,76.44485129014129,-118.48046853957631,2846.7985191027665,26.0243019336333,Green Space,1554,21364.59089945944,49,19.28665360025928,40.49622101514497,12.560854299830526,54.19189158625555,782.7671084326804,18969.373521096153
City_184,67.9210836085766,60.71155917279515,4194.126474795079,30.562014090859023,Green Space,6244,42516.31171837111,152,28.625446577673294,29.156510954979176,6.589047857837071,55.99932073174274,760.6408663446717,6184.446217969196
City_185,-43.57050701127199,154.57535608593088,461.29377595805664,13.313116818546211,Water,2400,45209.58376964967,96,56.4315281057697,36.51108588786246,0.006811146547666125,42.29567374753094,1786.8578990346616,31782.123257559153
City_186,28.79712828615223,20.43464148501471,4217.52819256403,31.550362056815565,Water,7480,43990.424998057744,112,13.090423034461132,18.241123510389933,27.45004613242582,63.33228992736818,894.3659639361326,6947.224302882364
City_187,57.09999603621884,25.78056820916396,3095.48575035366,33.068929762834856,Industrial,7569,48744.23969528362,32,14.618026405568926,32.04827640493789,25.31638233692787,75.3737371188515,695.2200762179832,49310.77426262097
City_188,9.936146087903225,-79.20752628229769,305.26676597327355,22.176547970473397,Water,3915,2348.440071880349,93,18.139549460311468,23.30907955637785,22.268766944608412,46.0697165181221,833.6971564111552,39253.42165970525
City_189,5.337104104081163,97.01745594909727,1354.3360512606732,25.156323443774436,Water,942,42150.99194513102,69,39.76064170634373,9.496806822878046,5.034437869380859,63.91232053606056,2347.462791753552,20121.688929615757
City_190,-46.4665876379187,-112.66425051929158,3186.774398903767,29.120245022574885,Water,6718,37836.83647891557,88,17.523613550299874,35.08691369386286,3.6109072862995815,66.58956819643385,2142.9425055523816,29349.632681688367
City_191,-73.24150179493815,-63.47547489447227,303.0777066094726,14.370965681510313,Water,5152,12206.026060617874,91,58.40381907253668,27.823231867441102,2.028142484171495,56.77338721677153,1208.129124710188,45655.74899460403
City_192,71.49883643159882,-26.842882098089973,2619.76707079323,22.56415191158606,Urban,8439,47859.68457598885,161,32.33572636292602,17.93107909767957,21.720875663187638,68.0439034945708,1811.6415346547856,28150.86473939548
City_193,72.07525028939949,2.7397363264038006,1556.4737562883054,19.966575694307828,Water,8333,8260.718483267327,89,35.07589801750832,45.566959503931535,27.864238820636558,56.42926173964048,1574.551347336076,9550.425833499803
City_194,23.95826230918823,-92.73249633057111,2794.119829953647,13.659349804056227,Urban,9870,34297.94642956151,145,22.332930790270325,1.0467058913366634,12.91607462739111,60.1854915190974,1854.248526965128,19556.464423476806
City_195,-28.97463761123388,-138.65874309388673,205.83915215630782,19.188360557288284,Urban,8097,12019.620623979712,104,33.548012621736675,15.7886575624748,3.574220159881445,40.29412178217708,1865.3423049255186,42314.098386457525
City_196,-27.14227656972104,39.82321527898773,3921.9156276856934,11.70430773463734,Water,4958,22137.65178992966,151,43.095681631850574,2.844069888882328,15.371784621963197,67.66880456538755,1757.4680301199858,32566.437783491278
City_197,40.6720221966431,-76.09300083350792,4380.700361298286,10.645297673737174,Green Space,7091,36238.834950283876,136,47.55885684770214,38.32636581108136,10.464957223758905,66.45370715778898,1032.2027370746173,32885.49483235621
City_198,71.47984679146387,29.245759712140426,4359.950348785612,13.379157228870568,Urban,9949,28602.907459619288,125,47.69340413549565,35.10537270568963,11.244747730499931,41.53603509305378,578.0128415256363,43474.25279873597
City_199,69.67555636772113,-124.42942250128718,3373.433242843161,34.07787778972934,Green Space,2809,21947.589735077472,120,38.89455563470442,16.567610936815854,18.63991872467122,54.73000429580532,1411.1335639802176,44804.67981566273
City_200,50.37759825437229,-6.789563332265715,585.3880805878439,23.738238397375426,Green Space,6768,16990.583115667374,187,55.217988749692864,33.78314511035365,21.56154339786607,79.16127363166669,2281.947769381408,46069.83601719238
City_201,25.565696307771802,11.732195718570921,3412.1843816806017,34.1455540288305,Water,1410,42143.32312973073,159,50.87039236530547,19.796861309797492,3.3181079661948254,56.829462502744676,1638.9945170371518,5647.610469404649
City_202,-74.85480630089121,-161.3435267439263,110.6411240646068,20.8124469582533,Industrial,4840,8046.9031654258715,91,47.852405734931274,37.812689571121716,1.0677069241942916,60.07781620527367,2164.7820834038157,27662.174096191946
City_203,-60.90683146296952,-58.822459850188594,99.55598188048765,17.79540332713149,Water,4509,22075.040949960203,78,12.780276084023031,22.709183136835303,29.829909080571447,76.39720632638874,2483.2486859224564,37284.96653969761
City_204,71.73975393487427,-131.61071630196926,1456.2459861729355,22.653546571006103,Industrial,7128,45284.12101698197,166,10.343898110982465,20.61398639158328,6.981850467466555,68.69047503463025,827.2324082765525,38089.41541122368
City_205,19.157230738726184,-157.18501062980363,2198.8943568209957,20.98779221582275,Industrial,2669,42446.627972538416,121,20.62236385977365,46.73649577441505,1.6149157472537723,63.28280524496894,1883.5552782839645,30729.09389653019
City_206,-88.34453070900666,176.38568366038027,3466.8333801350695,12.641617106543599,Water,2672,20646.14636117929,188,43.176179695672616,12.543954994535012,5.696259872877599,71.9121872536429,1848.5871474000492,9172.579424000034
City_207,-71.73512228411423,-63.952615809099726,3074.8291947292732,26.020657867255157,Water,6168,38392.309816464105,153,30.559874444127292,6.022366999828272,1.1687353904539266,74.57465065823894,2459.910894716557,40073.607143141555
City_208,29.430318439450048,111.55480050766857,2006.5621786953675,15.40095456273999,Industrial,6813,41334.8807047341,90,30.120312964965585,29.22715566297291,11.75432683851515,58.27552286949067,2471.201467905601,36285.45534223234
City_209,-89.08891490768063,-88.32936428504502,1231.3199982674964,25.48969887244574,Water,8815,44555.483776177854,77,54.22934441148069,48.466090614208944,24.072053533539727,59.00433459727341,1873.357223448259,5220.652805902778
City_210,-61.054550744850246,65.34098000061454,4487.0602507097,26.255027309953835,Industrial,8536,27680.78268341217,182,54.77814240659194,18.891960686359333,10.237333492731619,55.44203742607343,987.2295839643886,23726.681409044435
City_211,8.772082085985502,93.68202956028716,1917.8158600618783,13.800621328216202,Green Space,7289,11018.583416680878,193,55.458763202679286,3.101838181439076,13.325502206350997,78.66824560073843,2097.111676261198,9524.892576568376
City_212,34.54113558468478,34.42994661882395,2031.2416094835396,11.533740677766705,Water,1285,13510.14474869265,165,25.693903825751363,16.96526336547837,20.267603207023164,67.88665017161401,714.0582684220763,17536.375239935624
City_213,27.3530267104681,-10.23257212194298,736.3071953625114,29.519039651710994,Green Space,6639,15489.039028038605,87,44.55279063696309,25.296582715977923,15.266822102096405,43.328922648322894,2061.3986083432574,1885.9735180785863
City_214,-49.63152429709924,-31.737270906983326,3576.6429693746823,21.495010594233005,Urban,6844,30096.32155967116,130,23.581659063718483,8.096150331610685,25.843370580639725,74.51838493252075,2320.392248289393,20616.163552127153
City_215,38.19225984255647,-54.40742404452169,3121.570016016699,11.454094887636895,Green Space,2916,2607.6715823018135,141,19.53049165372249,32.9051109028246,25.981070251372696,59.222397633450726,1265.6667895368705,27943.969136654312
City_216,-47.295164250575986,154.63049192921733,993.4632575494218,34.87165792924418,Green Space,9488,32166.080970218445,91,19.23162286736846,49.88746945051003,0.2973208647346093,42.7501562568995,1761.270589966161,31359.547048527256
City_217,-31.428054331331808,119.02298680358251,370.71470527129213,11.444514024909166,Industrial,4654,18853.35768298337,68,27.1053810431797,22.58697379907219,23.341389194495974,61.98869020653244,1360.2854641936526,33511.02691130679
City_218,44.36845292124434,167.40968783994452,3062.246859336209,27.37588072146383,Green Space,6119,15466.848321992466,87,31.497880988991085,17.736427836510632,13.822008007250217,56.686571159028084,1375.5301099762569,41978.27434202054
City_219,26.93392182849864,-135.2529995452039,2945.3004642651085,34.59197313158534,Water,2436,44095.33196567819,128,51.54745855275342,20.035208341723333,29.665216239109892,75.109976194505,1120.7417782162402,11557.68245651077
City_220,62.86021388895202,83.11229107331195,1229.667871491942,15.97950260539814,Industrial,4307,23540.117383459146,73,15.994554673635605,5.757308919760057,14.496962276263055,48.15978414437549,2024.2592409006493,6903.60929948493
City_221,28.37032061406181,157.80256445557364,4278.886030126847,13.556234217179904,Urban,7651,5657.599231101946,58,46.74629236974471,44.16368007131119,29.606878361648924,73.05858437968732,2372.3531283330103,42725.32142299836
City_222,12.29554860038489,-114.75609618036235,679.7605130140511,13.034623485560722,Water,9993,41510.5916332861,88,36.572745709465266,20.7412827760676,22.637080836172096,62.307547647418104,2381.5017184689223,8674.027929739845
City_223,-73.13854179094335,-156.0613437479601,1945.5066046917086,17.58187868918989,Urban,3736,3334.4216143888234,100,24.397267133799623,19.363720571242066,7.458146538399189,42.18441212853876,849.5625697498676,48763.24398547357
City_224,-23.811155449301964,86.80343374442128,4246.271640754195,12.526145275266167,Green Space,2852,36610.711984241636,121,34.64097922664123,32.984513646523716,16.15184937860873,78.87381205301938,2249.487299313132,42284.37324053321
City_225,-42.26357381728942,26.81032074476829,1888.7729261675504,27.3040335423533,Water,2432,38921.40486676259,38,24.99710348885113,22.101671046556177,29.76406918435748,60.504609764128,1974.8628828542442,25542.953688590358
City_226,-46.08186419176496,123.05835963297795,2873.366764488385,11.557294953251567,Water,9056,18277.52769051405,156,39.8040977619153,32.4116734403923,25.72591823255771,51.6350741692633,1005.6748013805785,49089.649821179235
City_227,85.14189985544022,-129.6819444145358,1789.1747908325742,22.735553203744743,Urban,5416,41414.60495761155,163,31.69219614276221,3.0723145065393753,2.921006813736633,58.77627367957032,634.5692258430291,5771.459726292206
City_228,-19.24240955998313,106.29623226956045,1233.968410569015,34.91742134632442,Water,5998,26267.310886966217,186,18.22027645394394,40.68616718611137,21.191159904299884,74.31431134069956,1035.994533768756,15850.222297579981
City_229,70.5683799318804,-107.41416478281197,4427.899415819227,30.34925673765047,Water,1446,23701.389010367046,174,15.829153727784835,47.02519764397013,10.367387576124392,52.19612497540254,2324.416473563051,32272.99633698996
City_230,23.60495267950732,-121.08386056834638,1842.0030284176935,25.38048595577527,Water,1939,3224.760791965935,173,37.33478410360651,32.4382693079693,0.20946785641044352,47.707055859468014,1766.3573497915445,18150.336555185757
City_231,53.06603463749673,-120.86431274484255,4023.446416556105,17.656340519665292,Green Space,8230,15211.430488796388,160,55.12065166430517,47.72829644294054,12.104429070809989,45.16284987723526,1942.1093217957437,46490.2550470588
City_232,0.47467675893457795,113.24689928329758,1034.7957265098878,25.59739590729096,Urban,5357,46619.48857337969,50,27.197884327884278,7.5716157184981645,7.042632651749139,51.91437593560845,1014.3047022181917,4215.678320713061
City_233,13.842699232744636,59.470999450632036,958.9711681128748,23.17603659779129,Water,840,20199.3742008915,93,46.65000536113116,23.870809474017683,24.566078115614147,71.20192348160174,1938.7763111496406,27921.179770987263
City_234,-1.346815112604503,8.30355291688295,140.10337298030112,20.65208459725929,Industrial,882,27788.325507281646,119,42.93306774698835,30.090336697272363,10.119918265372965,58.865054607810464,556.2430125558475,29952.44710236061
City_235,-54.85626219635199,-50.82102571553909,2932.5007141914825,13.267759418504987,Industrial,8991,27069.062270228336,65,56.57774571547405,29.086832371059334,24.825710818614514,49.0992641477416,1250.6426915460274,32983.67806508398
City_236,40.041380747070946,135.79219469271897,1658.368546756925,32.16510538101167,Industrial,638,29931.123401311972,91,51.049050864957046,20.07308895445216,0.017938165043859255,46.64739998438997,1753.5066970846624,13527.644943258907
City_237,-39.46097476064595,-38.71976132785127,3889.6121242783665,21.24461622053306,Industrial,858,4005.216826520848,199,38.33026294527315,16.90422046831307,9.234574500783575,53.30917906041516,792.1931310826404,18863.754948473357
City_238,-85.62312604233831,113.97579820976773,2129.4445801120073,14.865562795519127,Green Space,5431,18746.636485137686,105,42.85152491170537,6.34120112752094,7.2349564292328585,77.59697491542835,2146.0071488938693,42340.34595358391
City_239,26.1850132632902,-21.91143291472136,4356.870425616248,19.19398377193224,Water,3956,36433.285420245156,199,54.919323329201745,19.58712252811391,7.00702083205833,53.721068503600975,970.0625976238373,10552.195679537832
City_240,-58.120077706731195,-44.30000540703327,834.8648206640452,20.353243813223173,Urban,2127,10827.452302576163,42,29.97593922934674,8.133040755274257,2.0455985929638807,79.5249630381854,1804.5622256368924,41516.52451149474
City_241,79.28254518352458,-13.435277158941688,3908.8042558002485,30.688447389171856,Water,9995,10975.34049977166,40,26.339735292888868,36.71828382461092,5.6137281123150515,59.40921823061424,1310.3942851506595,28570.11572223438
City_242,81.70714386046572,-71.50396530090885,3494.6858375628376,28.34035951403505,Green Space,7126,1494.4397277622118,83,10.540554181759816,10.441546774729499,16.666487096568595,47.166556731606036,1692.0871909552943,38347.18804851003
City_243,74.67559023968073,89.13937686345042,3469.148300898234,29.232622341033494,Industrial,5504,22436.614403802276,45,51.32755370957321,2.9282652642266926,8.740832185132334,75.64560367174037,714.9011052578162,35966.76094691011
City_244,-23.371433954020006,0.9793404332924922,3801.5245265259946,10.27578161071618,Green Space,9826,44253.98465299768,37,50.04903502016825,27.618306890861717,12.521843469874439,58.414214925393075,533.8255998432146,11168.063273859072
City_245,-87.21780902480387,-96.40342974714576,3424.607959243495,20.40384995449404,Water,7152,3543.1462357781415,133,15.222725905007568,29.76148663597008,11.306006410415655,68.38685374018098,2319.1288547606023,28871.82408525977
City_246,77.09734126579056,143.84684637884465,2817.991447341369,22.03360379088309,Urban,6916,10364.81676530413,88,38.84286905663501,43.59565306402528,26.27714774999684,79.34846332836608,1039.2600175343655,43518.43448744953
City_247,-12.926853302883416,-41.79916030564388,590.6019495707441,10.479806920576417,Green Space,3670,16194.142378794999,86,33.19908490834437,28.849080620884095,27.158969970315464,42.00701401279896,2139.3540055609183,22173.695603294538
City_248,83.99786742786051,15.679030001035898,146.36780771063363,16.495330218625856,Urban,4335,36854.51209164643,69,15.935454775455574,17.274042686172287,14.788709149675801,43.867782391502686,2498.7006009444003,48362.94774094252
City_249,83.45159587606551,146.3299599472369,4143.815315170591,29.007245578053375,Green Space,8517,32391.14404732674,159,59.02841135303618,40.150594076316025,9.904678509468132,68.81826965851025,922.8625159978224,23158.539904984184
City_250,63.54170198412481,44.72567852903717,2774.926415343321,13.427742643224976,Urban,2651,21381.251324510897,123,20.734794373167773,27.013944659371052,3.204021120070909,51.273000131818876,1030.3414823667113,7996.49619672635
City_251,-36.99919942747458,-137.91670534498894,3584.4178093927935,23.38275328631479,Urban,9929,38194.37802366041,167,13.361709004528057,3.964014231559587,28.60208638146285,47.37205587800396,1825.7195752693315,20082.29932380599
City_252,-20.68240885165345,158.33956450085105,2166.8505818064755,15.380046800430938,Industrial,7405,30871.919571188195,73,39.74236897509548,28.292528015662334,1.8068083470089236,41.57447519278918,2430.8972692012426,47633.41791313632
City_253,63.20460087303425,45.97489910571042,527.8868503307751,10.303019366097331,Urban,3334,44905.999183203734,168,46.943333856651634,45.40092727108312,8.929508327048413,40.87386847944807,2331.6286963814878,16666.32161765286
City_254,-32.95403907187002,-59.433978723449,563.336064911477,16.030036439988535,Industrial,9690,41083.31070779596,109,11.622172302359349,19.815631274911027,8.941986035100125,70.97942412479163,1505.7510401311697,43536.80983348608
City_255,-59.49130559650335,-129.8620538411806,3085.0437925303713,34.39684387275135,Water,3067,13387.866698370828,110,42.93588193635111,14.816290094990004,9.612038584206447,45.377337094782,2090.2205650534493,44181.2834024126
City_256,10.224227242503034,105.84906813730657,1936.3765270475822,30.03842779707474,Water,1807,14300.49030407581,31,36.614593797572724,7.173472850901002,4.928605298172278,58.70882463884604,771.4917061998021,18159.139692266093
City_257,78.50785934894057,43.22619213426486,902.3612701515152,33.989416108025836,Industrial,9348,7142.467313826895,169,15.163250443752421,7.572276096767866,23.494842927710916,64.23587260717932,2454.8763684080245,5079.625244480974
City_258,35.28536340149515,12.045993111475752,2212.175460336466,22.196351098159063,Industrial,3160,17511.27156015537,144,18.626193847318103,21.638574217090945,3.6749358589796763,57.13407202275385,2428.706468071973,36503.337548782096
City_259,12.611010616085693,141.80132989834476,288.94021683810337,12.743404966937588,Green Space,4230,49977.652017235625,119,38.398714865804024,29.783991208076475,19.047199774594883,41.08426609344932,827.4579157583419,16264.102651685316
City_260,-72.50823112126166,103.89499604083107,2618.8713086147945,23.698987224342325,Green Space,6707,20881.80726213799,52,24.81788067566442,4.0307702584800875,3.7153808011745237,71.34006010351635,1098.8462496062134,39363.25709862105
City_261,20.70130080585055,-125.39704329620957,1210.4703199579394,21.359433363999024,Green Space,3662,11803.933299766213,175,56.9157864325658,46.978429451258286,2.1160691277886965,40.42052898166614,700.3099950135338,22690.087564761223
City_262,88.20969301876738,-67.78005559360264,3589.0159528673466,31.1089270684904,Water,1640,38361.661339302096,91,50.93701147420254,37.75668087225979,27.282885110576295,70.47559577509936,1043.4351977963593,24778.070374788458
City_263,-64.78487725742568,-90.54390966679233,1396.628815156082,12.452064519606115,Green Space,8958,27581.07916967015,142,59.17836032568315,29.331195914183134,5.70386298956117,75.73217975152491,2131.9115788304134,39117.5609306783
City_264,3.299337425472615,87.82066532616369,2048.4906708681056,22.206028425544453,Urban,2208,8330.471026820675,157,22.9835419475207,41.42193354694954,24.637504636791128,57.31359684228689,1256.631214330519,19735.803222019767
City_265,67.92715294703197,-167.92832349511943,52.29242958645286,13.751216617349606,Urban,4130,19653.794376882423,91,58.48618163989885,4.009337840605665,16.338926133214073,61.42169892391193,676.7939342935167,22713.239920822813
City_266,43.338351195756786,25.160286553673956,326.0109950755149,18.1168981722515,Green Space,3711,21309.01606142782,67,31.561693489577895,23.84194388665622,2.3356955882630883,59.07933570470615,1184.4510495578093,19433.332969711486
